UNIDAD ORGANICA;GENERICO;ORDEN;ESPECIFICA;IMPORTE;FACTOR
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;CESE DE ACTIVIDADES;1;Derecho de tramite;0.00;0
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA CAMBIO DE GIRO;1;Derecho de tramite;36.00;0.006542
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO BAJO (Con ITSE posterior);1;Derecho de tramite;159.30;0.028972
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO MEDIO (Con ITSE posterior);1;Derecho de tramite;199.40;0.036262
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;LICENCIA DE FUNCIONAMIENTO PARA EDIFICACIONES CALIFICADAS CON NIVEL DE RIESGO ALTO (Con ITSE previa);1;Derecho de tramite;226.20;0.041121
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;PRESENTACION DE DECLARACION JURADA PARA EL DESARROLLO DE ACTIVIDADES SIMULTANEASY ADICIONALESA LA LICENCIA DE FUNCIONAMIENTO;1;Derecho de tramite;25.70;0.004673
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION PARA EVENTOS Y/O ESPECTACULOS PUBLICOS NO DEPORTIVOS REALIZADOS EN LA VIA PUBLICA O LUGARES NO CONFINADOS (ABIERTOS AL PUBLICO) EVENTUALES;1;Derecho de tramite;87.40;0.015888
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. UBIC. ELEM. PUBLICIDAD EXTERIOR IDENT. NOMBRE ENTIDADES PUB. ORG. INTERNC. TEMPLOS, CONVENTOS Y ESTABLC. RELIG. Y CENTROS EDUC.,EN UNA SOLA UBICAC. EN BIENES DE DOMINIO PRIVADO;1;Derecho de tramite;0.00;0
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARA LA UBICAC. DE ELEMENT. DE PUBLICIDAD EXTERIOR SIMPLES (LETRAS RECORTADAS, LETRERO, PLACA, TOLDO, AFICHE, PLANCHETA PUBLICITARIA, PANEL SIMPLE, PALETA, VOLUMETRICO Y OTROS SIMILARES);1;Derecho de tramite;92.90;0.016897
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION PARA LA UBICACION DE ELEMNTOS DE PUBLICIDAD EXTERIOR LUMINOSO, ILUMINADO Y/O ESPECIALES;1;Derecho de tramite - Luminosos;154.20;0.028037
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION PARA LA UBICACION DE ELEMNTOS DE PUBLICIDAD EXTERIOR LUMINOSO, ILUMINADO Y/O ESPECIALES;2;Derecho de tramite - Iluminados;179.90;0.03271
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION PARA LA UBICACION DE ELEMNTOS DE PUBLICIDAD EXTERIOR LUMINOSO, ILUMINADO Y/O ESPECIALES;3;Derecho de tramite - Especiales;207.80;0.037776
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARAEVENTOS Y/O ESPECTACU AFLUENCIA MENOR O IGUAL A 3000 PERSONAS - REALIZADOS EN RECINTO O EDIFICACIONES QUE TENGAN COMO USO LA REALIZACION DE ESTE TIPO DE ACTIVIDADES.;1;Derecho de tramite;277.60;0.050467
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARA EVENTOS Y(O ESPECTACULOS PUBLICOS NO DEPORTIVOS CON UNA AFLUENCIA MAYOR A 3000 PERSONAS -  REALIZADOS EN RECINTO O EDIFICACIONES QUE TENGAN COMO USO LA REALIZ. DE ESTE TIPO DE ACTIVID.;1;Derecho de tramite;462.60;0.084112
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZ. PARA EVENTOS Y/O ESPECTACULOS PUBLICOS NO DEPORTIVOS MENOR O IGUAL A 3000 PERSONAS -  RELIZADOS EN RECINTOS O EDIFICAC. CUYA  ACTIV. ES DISTINTA  A LA  FINALID. SE OTORGO EL CERTIF. ITSE;1;Derecho de tramite;329.00;0.059813
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;DUPLICADO DE LA RESOLUCION DE AUTORIZACION PARA LA UBICACION DEL ELEMENTO DE PUBLICIDAD EXTERIOR;1;Derecho de tramite;24.10;0.004374
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;PERMISO DE OPERACION A PERSONAS JURIDICAS PARA PRESTAR EL SERVICIO DE TRANSPORTE PUBLICO ESPECIAL DE PASAJEROS EN VEHICULOS MENORES;1;Derecho de tramite;430.70;0.078318
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;RENOVACION DE PERMISO DE OPERACION A PERSONAS JURIDICAS PARA PRESTAR EL SERVICIO DE TRANSPORTE PUBLICO ESPECIAL DE PASAJEROS EN VEHICULOS MENORES;1;Derecho de tramite;347.70;0.063215
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;INCREMENTO, REUBICACION Y/O RENOVACION DE PARADEROSDE VEHICULO MENOR A LA PERSONA JURIDICA AUTORIZADA;1;Derecho de tramite - Para Incremento de Paradero;164.00;0.029813
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;INCREMENTO, REUBICACION Y/O RENOVACION DE PARADEROSDE VEHICULO MENOR A LA PERSONA JURIDICA AUTORIZADA;2;Derecho de tramite - Para Reubicacion de Paradero;196.80;0.035776
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;INCREMENTO, REUBICACION Y/O RENOVACION DE PARADEROSDE VEHICULO MENOR A LA PERSONA JURIDICA AUTORIZADA;3;Derecho de tramite - Para Renovacion de Paradero;181.50;0.032991
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;"MODIFICACION DEL REGISTRO MUNICIPAL DE VEHICULOS POR CAMBIO DE DATOS RESPECTO DEL: TRANSPORTADOR AUTORIZADO; CONDUCTOR ; VEHI. MENORES, INC. BAJA DE VEH., TRANSF. Y SUSTITUCION";1;Derecho de tramite;27.30;0.004972
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;INCREMENTO DE FLOTA VEHICULAR: INCLUSION DE VEHICULOS CONFORME A LA NECESIDAD DE SERVICIO QUE SE DETERMINE EN EL PLAN REGULAR;1;Derecho de tramite;32.80;0.005963
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;AUTORIZACION PARA LA INSTALACION DE ELEMENTOS DE SEGURIDAD (REJAS BATIENTES, PLUMAS LEVADIZAS Y CASETAS DE VIGILANCIA) EN AREA DE USO PUBLICO;1;Derecho de tramite;120.30;0.021869
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;CERTIFICADO DE OPERACION QUE HABILITA AL VEHICULO PRESTAR AL SERVICIO DE TRANSPORTE PUBLICO DE PERSONAS EN VEHICULOS AUTOMOTORES MENORES, CATEGORIA VEHICULAR L5;1;Derecho de tramite;38.20;0.006953
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;HABILITACION DEL CONDUCTOR PARA PRESTAR EL SERVICIO ESPECIAL DE TRANSPORTE EN VEHICULO MENOR;1;Derecho de tramite;27.30;0.004972
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;REGISTRO PARA EL EMPADRONAMIENTO DEL VEHICULO MENOR E IDENTIF. DEL CONDUCT. Y/O PROP. NO AUTORIZ. PARA PRESTAR EL SERV. TRANSP. PUBLICO DE PERS. EN VEHIC. MENORES;1;Derecho de tramite;38.20;0.006953
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;DUPLICADO DE PERMISO DE OPERACION DE PERSONAS JURIDICAS PARA PRESTAR EL SERVICIO DE TRANSPORTE PUBLICO ESPECIAL DE PASAJEROS EN VEHICULOS MENORES;1;Derecho de tramite;32.80;0.005963
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;EMISION, RENOVACION Y/O DUPLICADO DE CREDENCIAL DEL CONDUCTOR DEL VEHICULO MENOR;1;Derecho de tramite - para emision y/o Renovacion de Credencial;10.90;0.001981
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;EMISION, RENOVACION Y/O DUPLICADO DE CREDENCIAL DEL CONDUCTOR DEL VEHICULO MENOR;2;Derecho de tramite - Para Duplicado;10.90;0.001981
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;CONSTANCIA DE NO ADEUDO POR PAPELETAS DE INFRACCION;1;Derecho de tramite;7.60;0.001383
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;CONSTANCIA DE ESTAR LIBRE Y/O CON INFRACCIONES - VEHICULOS MENORES;1;Derecho de tramite;12.00;0.002187
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;CONSTATACION ANUAL DE CARACTERISTICAS TECNICAS PARA VEHICULOS MENORES;1;Derecho de tramite;30.50;0.005551
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;EMISION O DUPLICADO DEL DISTINTIVO DE IDENTIFICACION VEHICULAR (STICKER);1;Derecho de tramite;6.60;0.001196
SUB GERENCIA DE TRANSPORTE URBANO Y TRANSITO;LIBERACION DE VEHICULOS MENORES MOTORIZADOS INTERNADOS EN EL DEPOSITO MUNICIPAL;1;Derecho de tramite;17.50;0.003178
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;DUPLICADO DEL CERTIFICADO DE INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES;1;Derecho de tramite;21.40;0.003888
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;RENOVACION DEL CERTIFICADO DE INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO ALTO;1;Derecho de tramite;587.40;0.106804
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES PREVIA  AL INICIO DE ACTIVIDADES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO ALTO;1;Derecho de tramite;587.40;0.1068
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;RENOVACION DEL CERTIFICADO DE INSPECCION TECNICADE SEGURIDAD EN EDIFICACIONES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO MUY ALTO;1;Derecho de tramite;1,121.40;0.203891
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;EVALUACION DE CONDICIONES DE SEGURIDAD EN ESPECTACULOS PUBLICOS DEPORTIVOS Y NO DEPORTIVOS (ECSE) CON UNA CONCURRENCIA DE HASTA 3,000 PERSONAS;1;Derecho de tramite;267.00;0.048545
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES PREVIA  AL INICIO DE ACTIVIDADES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO MUY ALTO;1;Derecho de tramite;1,121.40;0.203891
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES POSTERIOR  AL INICIO DE ACTIVIDADES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO BAJO;1;Derecho de tramite;128.20;0.023308
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES POSTERIOS  AL INICIO DE ACTIVIDADES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO MEDIO;1;Derecho de tramite;267.00;0.048545
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;RENOVACION DEL CERTIFICADO DE INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO BAJO;1;Derecho de tramite;128.20;0.023309
SUB GERENCIA DE GESTIÓN DEL RIESGO DE DESASTRES Y DEFENSA CIVIL;RENOVACION DEL CERTIFICADO DE INSPECCION TECNICA DE SEGURIDAD EN EDIFICACIONES PARA ESTABLECIMIENTOS OBJETO DE INSPECCION CLASIFICADOS CON NIVEL DE RIESGO MEDIO;1;Derecho de tramite;267.00;0.048545
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DEL DIVORSIO EN EL ACTA DE MATRIMONIO (JUDICIAL, NOTARIAL Y/O ADMINISTRATIVO);3;Por resolucion administrativa;77.90;0.014168
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE RECTIFICACIONES DE ACTA (NACIMIENTO, MATRIMONIO Y DEFUNSION);1;Por error atribuible al registrador;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE RECTIFICACIONES DE ACTA (NACIMIENTO, MATRIMONIO Y DEFUNSION);2;Por error no atribuible al registrador;47.00;0.008542
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE RECTIFICACIONES DE ACTA (NACIMIENTO, MATRIMONIO Y DEFUNSION);3;Por mandato judicial;67.30;0.012243
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE RECTIFICACIONES DE ACTA (NACIMIENTO, MATRIMONIO Y DEFUNSION);4;Por mandato notarial;47.00;0.008542
SUB GERENCIA DE REGISTRO CIVIL;REGISTRO DE IMPUGNACION DE PATERNIDAD Y/O EXCLUSION DE MENORES (Judicial);1;Derecho de tramite;70.50;0.012822
SUB GERENCIA DE REGISTRO CIVIL;REPOSICION DE PARTIDAS DE NACIMIENTO, MATRIMONIO Y/O DEFUNCION;1;derecho de tramite;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE ADOPCION O CESE DE ADOPCION (Menores y Mayores de Edad);1;Insscripcion de adopcion del menor de edad - Por mandato judicial;132.40;0.024075
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE ADOPCION O CESE DE ADOPCION (Menores y Mayores de Edad);2;Insscripcion de adopcion del menor de edad - Administrativamente;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE ADOPCION O CESE DE ADOPCION (Menores y Mayores de Edad);3;Insscripcion de adopcion de mayor de edad - Por mandato judicial;132.40;0.024075
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE ADOPCION O CESE DE ADOPCION (Menores y Mayores de Edad);4;Insscripcion de adopcion de mayor de edad - Por parte notarial;132.40;0.024075
SUB GERENCIA DE REGISTRO CIVIL;INSCRIPCION DE ADOPCION O CESE DE ADOPCION (Menores y Mayores de Edad);5;Cese de adopcion a solicitud del adoptado;0.00;0
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE FILIACION DE HIJO EXTRA MATRIMONIAL (Reconocimiento);1;Por mandato notarial;47.00;0.008542
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE FILIACION DE HIJO EXTRA MATRIMONIAL (Reconocimiento);2;Por mandato judicial;47.00;0.008542
SUB GERENCIA DE REGISTRO CIVIL;ANOTACION DE FILIACION DE HIJO EXTRA MATRIMONIAL (Reconocimiento);3;Por resolucion administrativa;23.50;0.00428
SUB GERENCIA DE SEPARACION CONVENCIONAL Y DIVORCIO RAPIDO;SEPARACION CONVENCIONAL;1;Derecho de tramite;170.90;0.031065
SUB GERENCIA DE SEPARACION CONVENCIONAL Y DIVORCIO RAPIDO;DIVORCIO ULTERIOR;1;Derecho de tramite;37.40;0.006804
SUB GERENCIA DE REGISTRO CIVIL;MODIFICACION (Adelanto o Postergacion) DE LA FECHA Y/U HORA DE LA CEREMONIA DE MATRIMONIO;1;Derecho de tramite;47.00;0.008542
SUB GERENCIA DE REGISTRO CIVIL;EXPEDICION Y CERTIFICACION DE ACTA O PARTIDA DE NACIMIENTO, MATRIMONIO O DEFUNCION;1;Derecho de tramite - Peruno;17.10;0.003103
SUB GERENCIA DE REGISTRO CIVIL;EXPEDICION Y CERTIFICACION DE ACTA O PARTIDA DE NACIMIENTO, MATRIMONIO O DEFUNCION;2;Derecho de tramite - Extranjero;40.60;0.007383
SUB GERENCIA DE REGISTRO CIVIL;CERTIFICACION O CONSTANCIA DE ESTADO CIVIL (SOLTERIA, PRE MATRIMONIAL Y VIUDEZ);1;Derecho de tramite;34.10;0.006206
SUB GERENCIA DE REGISTRO CIVIL;CERTIFICADO NEGATIVO DE NACIMIENTO;1;Derecho de tramite;34.10;0.006206
SUB GERENCIA DE REGISTRO CIVIL;DISPENSA DE PUBLICACION DE EDICTO MATRIMONIAL;1;Derecho de tramite;128.20;0.023308
GERENCIA DE EJECUCION COACTIVA;TERCERIA DE PROPIEDAD ANTE COBRANZA DE OBLIGACIONES TRIBUTARIAS Y NO TRIBUTARIAS;1;Derecho de tramite;0.00;0
GERENCIA DE EJECUCION COACTIVA;SUSPENSION DE COBRANZA COACTIVA;1;Derecho de tramite;0.00;0
GERENCIA DE EJECUCION COACTIVA;LEVANTAMIENTO DE EMBARGO;1;Derecho de tramite;0.00;0
GERENCIA DE EJECUCION COACTIVA;VARIACION DE MEDIDA DE EMBARGO;1;Derecho de tramite;0.00;0
GERENCIA DE EJECUCION COACTIVA;DEVOLUCION DE CEDULAS DE NOTIFICACION;1;Derecho de tramite;0.00;0
GERENCIA DE EJECUCION COACTIVA;SOLICITUD DE PRESCRIPCION EN MATERIA TRIBUTARIA;1;Derecho de tramite;0.00;0
GERENCIA DE EJECUCION COACTIVA;DILIGENCIAMIENTO DE EXHORTO;1;Derecho de tramite;229.60;0.041738
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL; AUTORIZACIÓN DEL USO DEL ESPACIO PÚBLICO AUTORIZADO PARA LA REALIZACIÓN DE FERIAS ARTESANALES, AGROINDUSTRIALES, GASTRONÓMICAS, ECOLÓGICAS, ESCOLARES, RIFAS, SORTEOS, ENTRE OTRAS SIMILARES;4;Otros;53.40;0.009701
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL PARA SU RECORRIDO VIAL (CARROS MECANICOS Y ALEGORICOS, MARKETING Y OTROS SIMILARES);1;Personas juridicas;16.00;0.002916
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION TEMPORAL PARA SU RECORRIDO VIAL (CARROS MECANICOS Y ALEGORICOS, MARKETING Y OTROS SIMILARES);2;Personas naturales;7.50;0.001364
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);1;Exhibicion y venta de productos artesanales (3X3 m2);616.80;0.11215
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);2;Exhibicion y venta de productos industriales (3X3 m2);719.60;0.130841
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);3;Exhibicion y venta de productos comerciales (3X3 m2);747.60;0.135925
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);4;Venta de productos gastronomicos locales, regionales, nacionales e internacionales (10X5 m2);2,570.10;0.46729
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);5;Venta de productos gastronomicos (comida rapida) (3X3 m2);640.80;0.116505
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);6;Food Trucks;822.40;0.149533
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);7;Exhibicion y venta de animales menores;480.60;0.087383
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);8;Exposicion y publicidad (3X3 m2);2,056.10;0.373832
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);9;Para juegos mecanicos y similatres (Por juego);213.60;0.038841
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);10;Para zona automotriz (3X3 m2);2,056.10;0.373832
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);11;Para comercio menor por m2;74.70;0.013589
SUB GERENCIA DE COMERCIALIZACION Y PROMOCION EMPRESARIAL;AUTORIZACION DEL USO DE ESPACIO EN FERIAS TRADICIONALES Y/O FESTIVAS PARA COLOCACION DE STAND Y/O ALQUILER EN ZONAS REGULADAS. (PLAZO 10 DIAS);12;Otros espacios regulados por m2;64.00;0.011645
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;RECONOCIMIENTO Y REGISTRO DE ORGANIZACIONES SOCIALES DEL DISTRITO;1;Derecho de tramite;0.00;0
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;DUPLICADO DE CREDENCIALES DE LOS MIEMBROS DEL ORGANO DIRECTIVO DE LAS ORGANIZACIONES SOCIALES;1;Derecho de tramite;8.50;0.001551
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;CERTIFICADO Y/O CONSTANCIA DE NO PERCIBIR O ESTAR INSCRITO EN NINGUN PROGRAMA SOCIAL DE LA MUNICIPALIDAD;1;Derecho de tramite;0.00;0
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;ACTUALIZACIONES DEL REGISTRO DE LAS ORGANIZACIONES SOCIALES;1;Derecho de tramite;26.70;0.00486
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;REGISTRO MUNICIPAL Y AUTORIZACION DE TENENCIA DE CANES;1;Derecho de tramite;0.00;0
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;VEEDURIA DE ELECCIONES VECINALES;1;Derecho de tramite;21.40;0.003888
SUB GERENCIA DE PROGRAMAS SOCIALESY PARTICIPACION VECINAL;DUPLICADO DE IDENTIFICACION CANINA;1;Derecho de tramite;21.40;0.003888
SUB GERENCIA DE FISCALIZACION, CONTROL Y POLICIA MUNICIPAL;SOLICITUD DE DEVOLUCION DE BIENES Y/O MERCADERIA RETENIDA;1;Derecho de tramite;0.00;0
SUB GERENCIA DE FISCALIZACION, CONTROL Y POLICIA MUNICIPAL;DESCARGO DE NOTIFICACION PREVENTIVA O AL INFORME FINAL DE INSTRUCCIONES;1;Derecho de tramite;0.00;0
SUB GERENCIA DE FISCALIZACION, CONTROL Y POLICIA MUNICIPAL;FRACCIONAMIENTO DE DEUDAS POR MULTAS ADMINISTRATIVAS;1;Derecho de tramite;0.00;0
SUB GERENCIA DE FISCALIZACION, CONTROL Y POLICIA MUNICIPAL;SOLICITUD DE LEVANTAMIENTO O EXTINCION DE LA MULTA Y/O MEDIDA PROVISIONAL O COMPLEMENTARIA;1;Derecho de tramite;0.00;0
SUB GERENCIA DE FISCALIZACION, CONTROL Y POLICIA MUNICIPAL;SOLICITUD DE LEVANTAMIENTO DE MEDIDA DE CLAUSURA TEMPORAL DE UN ESTABLECIMIENTO;1;Derecho de tramite;0.00;0
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.4 CERTIFACADO DOMICILIARIO;1;Derecho de pago;17.10;0.003103
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;1;MODALIDAD - A (aprobacion automaticacon firma de profesionales);176.00;0.032
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;2;MODALIDAD - B (evaluacion previa por la municipalidad);203.50;0.037009
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;3;MODALIDAD - B (evaluacion previa por los revisores urbanos);203.50;0.037009
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;4;MODALIDAD - C (evaluacion previa por la comision tecnica);231.00;0.042
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;5;MODALIDAD - C (evaluacion previa por los revisores urbanos);231.00;0.042
GERENCIA DE ADMINISTRACION TRIBUTARIO;6.1.1 SERVICIO DE VISITA DE INSPECCION PARA LA VERIFICACION TECNICA DE LAS OBRAS DE HABILITACION URBANA;6;MODALIDAD - D (evaluacion previa por la comision tecnica);484.00;0.088
